"last_name, first_name","player_id","attempts","avg_hit_angle","anglesweetspotpercent","max_hit_speed","avg_hit_speed","ev50","fbld","gb","max_distance","avg_distance","avg_hr_distance","ev95plus","ev95percent","barrels","brl_percent","brl_pa"
"Morel, Christopher","666624","258","12.4",29.5,"113.6","92.1","103.5","97.1","88.6","466","175","412","129",50,"41",15.9,9.6
"Tauchman, Mike","643565","255","8.1",37.6,"109.4","88.4","99.3","93","84.7","410","155","390","102",40,"14",5.5,3.5
"Segura, Jean","516416","255","2.9",22.4,"114","88","99.8","91.4","87.5","424","112","408","99",38.8,"9",3.5,2.8
"Sánchez, Jesús","660821","255","5.6",32.9,"114.8","90.4","103.2","96","87.1","461","145","415","118",46.3,"31",12.2,7.7
"Díaz, Aledmys","649557","254","11.3",27.6,"110","87.8","98","90.5","87.7","400","144","375","85",33.5,"7",2.8,2
"Doyle, Brenton","686668","254","11.7",29.5,"111","88.3","99.1","93.8","83.8","451","155","412","89",35,"22",8.7,5.1
"DeJong, Paul","657557","253","16.8",34.8,"107.6","85.5","97.7","91.1","80.5","433","168","401","84",33.2,"17",6.7,4.3
"Wiemer, Joey","686894","253","10.5",28.9,"112.8","89.3","99.7","93.6","86.6","432","160","401","99",39.1,"23",9.1,5.6
"Farmer, Kyle","571657","252","13.2",36.1,"105.5","86.4","97.4","92.2","80.9","435","162","402","83",32.9,"17",6.7,4.6
"Madrigal, Nick","663611","251","3.7",29.5,"106.9","86.2","95.9","88","86","390","123","376","69",27.5,"2",0.8,0.7
"McLain, Matt","680574","250","13.8",39.6,"109.9","89.3","100.2","94.4","83.9","428","182","396","106",42.4,"27",10.8,6.7
"Sheets, Gavin","657757","249","16.9",29.7,"109.5","88.1","98.4","92.1","86.7","423","171","396","81",32.5,"13",5.2,3.8
"Laureano, Ramón","657656","248","12.9",34.7,"112.7","88.2","98.9","90.6","86.7","440","158","409","89",35.9,"24",9.7,5.9
"Marte, Starling","516782","248","6.3",30.6,"110.9","88.2","100.1","92.7","84.5","423","145","413","98",39.5,"14",5.6,4.1
"Stanton, Giancarlo","519317","248","12.5",27.4,"119.5","93.3","106.1","97.7","91.2","485","167","416","120",48.4,"39",15.7,9.4
"Vázquez, Christian","543877","247","10",36,"106.6","86.7","96.9","91","82.9","412","158","383","81",32.8,"8",3.2,2.3
"Bae, Ji Hwan","678225","247","1.1",24.3,"110.2","88.1","98.9","92.6","85.8","403","112","381","91",36.8,"5",2,1.3
"Baty, Brett","683146","246","6.6",32.9,"113.7","89.5","101.6","94.8","85.9","440","147","413","109",44.3,"19",7.7,4.9
"Vargas, Ildemaro","545121","246","4.1",26,"111","87.1","97.2","89.7","86.2","407","124","394","77",31.3,"6",2.4,2.1
"De La Cruz, Elly","682829","246","3.6",30.5,"119.2","91.2","102.8","95.2","88.3","467","136","420","113",45.9,"21",8.5,4.9
"Brown, Seth","664913","245","16.4",32.7,"113.3","90.5","101.6","94.9","86.7","437","189","397","114",46.5,"30",12.2,7.9
"Duran, Jarren","680776","244","10.7",32,"112.6","89.9","102.1","93.6","87.1","434","162","391","113",46.3,"13",5.3,3.6
"Mateo, Jorge","622761","244","10.4",28.3,"112.4","88.4","100.4","92.3","85.7","433","152","404","94",38.5,"13",5.3,3.7
"Jones, Nolan","666134","242","9.8",34.7,"115.3","90.1","102.4","95.3","84.3","483","178","417","100",41.3,"38",15.7,9
"Kelenic, Jarred","672284","242","10.1",38.8,"112","90.9","101.5","94.6","86.5","482","169","406","110",45.5,"23",9.5,5.5
"Wong, Connor","657136","241","15.5",34,"113.6","89.1","100.1","94.1","85.8","427","162","387","91",37.8,"22",9.1,5.5
"Fortes, Nick","663743","240","13.9",27.1,"108.5","88.2","98.5","92.5","87.6","426","152","403","84",35,"9",3.8,2.8
"Judge, Aaron","592450","240","20.4",37.1,"116.9","97.6","107.4","101.2","92.6","464","225","408","154",64.2,"66",27.5,14.4
"Rojas, Josh","668942","239","13",35.6,"105.7","87.1","96.7","88.8","85.7","403","166","379","69",28.9,"9",3.8,2.6
"Noda, Ryan","676116","238","16",38.2,"113.9","91.2","102.1","94.9","87.5","427","187","394","107",45,"31",13,6.3
"Chisholm Jr., Jazz","665862","237","10.7",25.3,"111.6","90.3","101.2","96.5","85.4","439","153","401","99",41.8,"29",12.2,7.6
"Wendle, Joey","621563","236","3.8",31.8,"106.5","89.2","98","92.5","87.1","406","136","368","93",39.4,"8",3.4,2.5
"Isbel, Kyle","664728","236","14.6",32.2,"110.6","89.4","99.3","92.6","88.9","418","165","403","94",39.8,"13",5.5,4.2
"Maldonado, Martín","455117","235","18.1",32.8,"109.3","88.4","99.5","92.8","83.4","438","168","393","94",40,"20",8.5,4.9
"Yastrzemski, Mike","573262","234","19.6",35,"110.1","90","100.7","94.2","85.4","418","188","385","103",44,"23",9.8,6
"Miller, Owen","680911","234","12.9",34.2,"107.5","86.3","97.1","89.4","83.4","416","166","403","72",30.8,"8",3.4,2.5
"Bryant, Kris","592178","232","14.4",34.1,"108.8","85.7","97.3","91.2","78.7","448","179","411","73",31.5,"14",6,4.2
"Raley, Luke","670042","232","17.3",28.9,"114.3","91.1","102.7","94.6","89.2","450","162","405","106",45.7,"30",12.9,7.4
"Cabrera, Oswaldo","665828","231","13.4",27.7,"106.8","87.8","97.7","91.8","86.1","404","148","362","75",32.5,"8",3.5,2.4
"Tellez, Rowdy","642133","230","15.2",35.7,"114.8","89.9","101.2","92.5","89.2","429","181","398","93",40.4,"20",8.7,5.7
"Taylor, Michael A.","572191","229","13.4",30.1,"114.3","88.1","101.4","94.3","82.4","468","167","403","87",38,"31",13.5,8
"Senzel, Nick","669222","229","15.2",28.8,"108.8","87.4","98.2","91.1","85.7","429","158","392","78",34.1,"11",4.8,3.3
"Bailey, Patrick","672275","229","10.2",36.2,"108.6","88.7","99.4","92.3","85","432","160","395","88",38.4,"23",10,6.5
"Bethancourt, Christian","542194","228","11.3",28.1,"109.2","88.6","99.7","94.2","85.6","431","152","402","93",40.8,"18",7.9,5.4
"Moncada, Yoán","660162","228","12.3",42.5,"112.7","89.4","100","93.2","86","433","173","399","89",39,"23",10.1,6.4
"Baddoo, Akil","668731","226","10.8",26.5,"111.7","88.1","99","91.9","85.9","443","154","398","82",36.8,"14",6.2,3.9
"Julks, Corey","667452","225","17",36,"111.2","87.9","98.7","90.6","87.6","424","173","402","81",36,"11",4.9,3.4
"Meyers, Jake","676694","222","13.9",34.7,"108.3","86","96.7","91.3","80.6","423","163","395","62",27.9,"14",6.3,4.1
"McCarthy, Jake","664983","219","7.5",31.5,"108.5","85.3","95.7","90.5","82.6","412","135","405","52",23.7,"5",2.3,1.6
"Monasterio, Andruw","655316","218","17.7",41.3,"106.3","88.8","97.1","90.7","87.4","407","179","390","73",33.5,"12",5.5,3.8
"Polanco, Jorge","593871","217","21.6",39.6,"111.4","88.4","100.2","92.2","81.6","437","199","396","88",40.6,"30",13.8,8.7
"Neto, Zach","687263","216","14.5",33.3,"109.9","89.1","99.6","94.2","82.6","436","175","404","87",40.3,"19",8.8,5.8
"Rogers, Jake","668670","216","14.7",40.3,"109.1","90.4","100.4","95.5","84.1","414","185","396","98",45.6,"26",12,7.1
"Duvall, Adam","594807","215","28.9",33,"110","88.8","100.1","93.4","81.5","443","209","403","84",39.1,"28",13,7.9
"Garver, Mitch","641598","214","20.5",35.5,"113.2","90","101","94","84.5","457","195","411","90",42.1,"27",12.6,7.8
"Julien, Edouard","666397","214","8",38.8,"108.9","89.5","100.9","94.3","84.6","452","159","396","96",44.9,"28",13.1,6.9
"Taylor, Chris","621035","214","21.5",38.8,"110.8","86.2","99","91.9","76.4","430","192","410","80",37.4,"21",9.8,5.5
"Escobar, Eduardo","500871","213","14.4",30.5,"108.9","86.3","96.5","90.4","82.5","406","157","375","64",30.6,"8",3.8,2.6
"Anderson, Brian","605119","213","9.9",34.3,"110.3","87.6","99.7","93.7","83.1","421","155","400","79",37.1,"22",10.3,6.1
"Walls, Taylor","670764","212","19.1",32.1,"104.8","86.7","95.8","89.3","83.8","404","176","379","61",28.8,"7",3.3,2
"Siri, Jose","642350","212","14.4",32.5,"113.7","88.4","100.6","93","82.6","457","185","404","80",37.7,"28",13.2,7.7
"Jankowski, Travis","608671","208","8.1",28.8,"108.7","85.4","95.4","85.6","86.8","388","141","378","53",25.5,"0",0,0
"Sosa, Edmundo","624641","208","13.8",33.7,"111.8","86.8","98.7","92.2","84","421","159","389","67",32.2,"14",6.7,4.7
"Crawford, Brandon","543063","207","14",32.4,"110.4","89.8","99.6","93","87.3","420","165","396","89",43,"21",10.1,6.6
"Trout, Mike","545361","206","19.3",38.3,"114.3","91.9","104.2","96","89.8","461","197","416","107",51.9,"33",16,9.1
"Jansen, Danny","643376","206","19.7",35.4,"109","88.3","98.9","93.1","83.1","452","190","392","77",37.4,"22",10.7,7.3
"Rivera, Emmanuel","656896","205","11.2",35.6,"109.3","90.7","100.3","94.3","87.1","418","168","393","95",46.3,"12",5.9,4.2
"Diaz, Jordan","672478","204","5.4",29.9,"111.8","90","101.5","95.6","87.5","413","137","391","89",43.6,"13",6.4,4.4
"Kirilloff, Alex","666135","204","12.4",40.2,"108.7","88.6","98.7","92.9","83","422","176","381","77",37.7,"15",7.4,4.7
"Arias, Gabriel","672356","203","3.7",30,"114.4","91.1","101.9","96.3","87.1","441","147","414","94",46.3,"20",9.9,5.8
"Biggio, Cavan","624415","203","15.7",41.4,"109.8","88.4","97.7","92.2","85.3","423","179","391","67",33,"15",7.4,4.4
"Hicks, Aaron","543305","201","12.6",26.4,"106.7","85.3","96.7","90","83.6","426","143","387","59",29.4,"8",4,2.6
"d'Arnaud, Travis","518595","201","10.3",37.8,"110.8","90.7","101","95.1","87.2","474","167","403","86",42.8,"18",9,6.2
"Pasquantino, Vinnie","686469","201","17.4",37.8,"109.8","89.3","100","92.1","88.5","424","182","395","81",40.3,"15",7.5,5.8
"Belt, Brandon","474832","200","19.8",44,"109.9","88.7","100.7","94","77.9","448","206","400","80",40,"30",15,7.4
"Vargas, Miguel","678246","200","16.6",32,"109","86.8","97.5","91.6","82.7","425","176","401","63",31.5,"12",6,3.9
"Buxton, Byron","621439","199","20.1",33.2,"116.9","91.5","102.5","97.3","83.1","466","192","406","91",45.7,"29",14.6,8.4
"Jeffers, Ryan","680777","199","17.2",33.2,"117.4","90.5","101.8","95.4","85.7","465","177","406","85",42.7,"23",11.6,6.9
"Waters, Drew","671221","198","17.2",38.4,"112.2","87.4","98.7","91.4","82","465","185","407","71",35.9,"20",10.1,5.9
"Moniak, Mickey","666160","198","19.7",38.9,"110.5","89","100.3","92.8","86.3","429","197","401","76",39.2,"25",12.6,7.7
"Newman, Kevin","621028","198","12",34.8,"105.7","86.5","96.7","89.7","84","405","159","382","58",29.3,"5",2.5,2
"Matos, Luis","682641","197","6.3",38.6,"108.4","87.1","97.6","90.4","84.7","425","161","390","61",31,"4",2,1.6
"Sabol, Blake","666165","197","16.1",31,"111.6","89.1","100.1","95.8","84.3","436","162","406","76",38.6,"22",11.2,6.4
"Espinal, Santiago","669289","197","11.4",33,"106.8","87","96.3","89.5","84.6","383","155","379","58",29.4,"2",1,0.8
"Castro, Harold","605612","195","10",37.9,"106.1","86.2","96.1","91.4","81","413","162","388","56",28.7,"6",3.1,2.2
"Cron, C.J.","543068","195","12.8",31.8,"114.5","87.7","101.5","94.9","81.5","479","166","411","78",40,"27",13.8,9.7
"Haase, Eric","606992","195","13.4",29.2,"109.9","87.1","98.5","91.7","85.1","427","154","388","70",35.9,"9",4.6,3.1
"Vogelbach, Daniel","596129","194","14.5",31.4,"112.6","91.7","101.2","95.4","89.1","411","169","394","97",50,"18",9.3,5.6
"Palacios, Joshua","641943","194","7.7",30.9,"109.6","91.3","101.2","93.9","89.2","426","150","401","88",45.4,"19",9.8,7.2
"Schmitt, Casey","669477","194","15.1",31.4,"111.6","88.1","99","91.3","86.5","443","161","411","66",34,"13",6.7,4.7
"Lopez, Nicky","670032","190","0.5",32.1,"107.8","86.7","95.3","90.7","84","401","127","401","45",23.7,"2",1.1,0.8
"Gelof, Zack","680869","189","11.8",38.6,"108.5","89.8","99.9","93.2","86","433","173","396","78",41.3,"21",11.1,7
"Bleday, JJ","668709","187","15.5",29.9,"108.8","88.6","98.2","93.8","84.7","434","166","397","66",35.3,"12",6.4,4
"Benson, Will","666181","185","14.6",40.5,"108.1","90.2","100.1","94.4","86.4","427","186","405","78",42.2,"19",10.3,5.8
"Thaiss, Matt","642136","182","9.2",34.6,"110","88.5","100.5","94.5","82.5","450","167","413","74",40.7,"19",10.4,6.2
"Urshela, Gio","570482","181","8.6",34.8,"106.1","87.5","97.3","90.1","85.1","402","152","394","61",33.7,"7",3.9,3.1
"Maton, Nick","665155","179","18.2",31.8,"106.1","86.1","97.1","90.8","80.4","408","186","393","56",31.5,"15",8.4,5.1
"Stallings, Jacob","607732","179","9.1",27.9,"106.8","89.7","98.7","93","86.4","415","156","391","72",40.2,"10",5.6,3.6
"Colás, Oscar","693049","178","7.1",28.1,"114.2","88.9","101.4","94.2","87.6","430","140","409","72",40.4,"14",7.9,5.3
"Taylor, Tyrone","621438","177","18.2",33.9,"109","87.7","99.4","93.6","80.2","417","181","386","70",39.5,"12",6.8,4.9
"Montero, Elehuris","660707","176","9.9",31.8,"110.5","88.3","101","92.9","85.5","449","169","400","78",44.3,"12",6.8,3.9
"Sánchez, Gary","596142","175","16.5",27.4,"115.1","90.1","101.7","96.2","86.2","440","178","406","78",44.6,"27",15.4,10.1
"Wong, Kolten","543939","174","14",28.2,"107.9","85.6","96","89","83.9","387","151","371","47",27,"3",1.7,1.2
"Carlson, Dylan","666185","173","15",34.1,"109.1","89.3","98.4","92.2","87.2","445","168","405","65",37.6,"10",5.8,3.9
"Pratto, Nick","668472","172","13.4",40.7,"107.6","87.5","99.6","93.4","81.3","438","178","387","72",41.9,"14",8.1,4.1
"Higashioka, Kyle","543309","172","15.5",36.6,"109.2","90.1","101.1","94","86.6","428","177","390","83",48.3,"19",11,7.3
"Marcano, Tucupita","672779","172","14.4",32,"105.5","88.3","97.9","92.7","84.1","419","164","403","60",34.9,"9",5.2,4.1
"Fermin, Freddy","666023","171","11.7",35.1,"106.8","89.9","99.6","93.1","87.3","427","160","397","73",42.7,"17",9.9,7.2
"O'Neill, Tyler","641933","171","15",29.2,"111.4","89.2","101.5","94.3","84.7","461","171","406","74",43.3,"21",12.3,7.9
"Caballero, José","676609","169","21.5",33.1,"108.4","83.3","95","88.4","78.5","437","168","402","40",23.7,"6",3.6,2.1
"Knizner, Andrew","668800","164","14.3",26.8,"110.3","89.6","100.8","92.5","89.2","432","167","403","67",40.9,"13",7.9,5.4
"Lewis, Royce","668904","162","16.2",33.3,"114","90.2","101.8","95.1","84.5","426","175","401","68",42,"19",11.7,7.9
"Mancini, Trey","641820","160","12.3",32.5,"109.1","88.9","99.9","92.4","87.9","419","151","398","65",40.6,"6",3.8,2.3
"Wisdom, Patrick","621550","159","21.7",33.3,"114.6","92.7","103.4","97.5","88.6","432","205","405","87",54.7,"32",20.1,10.6
"Hampson, Garrett","641658","159","11.8",37.1,"108.5","86.6","96.8","87.8","86.4","420","152","384","45",28.3,"5",3.1,2
"Trejo, Alan","676701","159","14.6",36.5,"104.2","85.5","94.8","90.3","80.6","430","163","410","36",22.6,"7",4.4,3.1
"Caratini, Victor","605170","159","10.8",23.3,"112.4","91.3","101.5","92.5","92.2","429","136","405","71",44.7,"8",5,3.5
"Short, Zack","670097","159","21.2",33.3,"107","87.6","98","92","84.1","418","170","393","53",33.5,"14",8.8,5.5
"Davis, Henry","680779","157","12.5",35,"109.9","88.6","100.6","93.7","86.2","422","159","394","65",41.4,"11",7,4.3
"Frelick, Sal","686217","157","8.1",29.3,"106.2","83.3","94.3","88.4","81.4","403","125","377","37",23.6,"4",2.5,1.8
"Refsnyder, Rob","608701","157","11.9",41.4,"106.8","87.7","98.4","92.5","83.7","409","163","408","54",34.4,"6",3.8,2.5
"Garrett, Stone","656448","157","17.3",37.6,"112.5","91.1","102.2","95.3","86.4","442","192","399","76",48.4,"15",9.6,5.5
"Westburg, Jordan","676059","155","13.4",38.1,"111.4","90.2","101","94","87.6","424","168","395","69",44.5,"10",6.5,4.4
"McCann, James","543510","155","16.6",36.8,"112.1","89.8","100.5","92.7","87.5","419","182","409","68",43.9,"11",7.1,4.9
"Fairchild, Stuart","656413","155","14.3",31.6,"109.7","85.9","97.5","91.5","82","427","166","406","46",29.7,"12",7.7,4.7
"Duffy, Matt","622110","154","8.8",35.7,"104.8","86.4","96.7","89","85.2","430","143","397","51",33.1,"4",2.6,1.9
"Castro, Rodolfo","666801","154","7.6",27.9,"111.4","87.2","99.1","92.6","85.7","458","134","414","54",35.1,"12",7.8,4.7
"Arroyo, Christian","624414","153","11.1",35.9,"109.6","86.3","97.6","88.9","85.8","404","156","390","50",32.7,"7",4.6,3.4
"Encarnacion-Strand, Christian","687952","153","18.6",38.6,"111.8","90.3","101.9","95.8","85.1","428","192","403","74",48.4,"16",10.5,6.6
"Hedges, Austin","595978","151","15.4",28.5,"108.1","87.2","97.1","91.3","85.8","398","147","375","47",31.1,"1",0.7,0.5
"Bauers, Jake","641343","150","13.8",36,"113.5","89.1","102","96","81.2","446","186","396","73",48.7,"28",18.7,10.3
"Pillar, Kevin","607680","150","17.8",39.3,"110.2","87.9","98.4","91.9","83.6","443","182","398","58",38.7,"12",8,5.8
"Reyes, Pablo","622569","150","14.7",34,"109.2","88.1","98.7","91.7","87.4","398","159","386","54",36,"6",4,3.2
"Vientos, Mark","668901","149","9.5",24.2,"114.9","92.5","103.4","97.6","90.3","438","146","406","76",51,"16",10.7,6.9
"Haniger, Mitch","571745","147","15.9",36.7,"108.4","91","100.8","94.4","87.3","460","187","421","69",46.9,"16",10.9,7
"Ahmed, Nick","605113","146","12.8",32.9,"108.4","85.2","97.5","91.1","80.6","408","160","406","46",31.5,"4",2.7,1.9
"Naylor, Bo","666310","146","21",37,"109.4","87.7","97.3","91.1","84.8","435","181","402","45",30.8,"12",8.2,5.2
"Votto, Joey","458015","146","13.9",23.3,"111.2","89.3","99.8","95.5","85","437","161","403","58",39.7,"16",11,6.6
"Smith, Pavin","656976","146","13.8",34.9,"110.7","89.9","99.9","93.5","89","426","167","399","61",41.8,"11",7.5,4.8
"Smith, Josh","669701","143","12.5",30.8,"109.8","88.5","99.4","92.2","85.6","422","170","387","52",36.4,"15",10.5,6.5
"Campusano, Luis","669134","143","13.2",38.5,"107.6","88.5","98.9","91.6","88.4","421","165","391","58",40.6,"11",7.7,6.3
"Longoria, Evan","446334","141","15.6",37.6,"109.7","92.2","102.1","95.8","88.3","463","185","423","73",51.8,"15",10.6,6.3
"Canzone, Dominic","686527","141","16.3",31.9,"111.6","89.7","100.6","94.2","84.6","448","171","400","60",42.6,"17",12.1,9.3
"Gallo, Joey","608336","140","26.4",27.9,"112.6","93","104.4","99.2","80.6","458","201","409","74",52.9,"27",19.3,8.1
"Ford, Mike","645801","139","21",33.1,"111.1","88.8","101.1","95.2","81.8","434","185","394","62",44.6,"24",17.3,9.6
"Barnes, Austin","605131","138","6.1",28.3,"105.5","84.8","96","92.2","80.2","397","140","370","35",25.4,"4",2.9,2
"Rodríguez, Endy","682848","138","16.5",35.5,"110.7","89.1","98","92.9","82.9","431","181","404","50",36.2,"7",5.1,3.4
"Rodgers, Brendan","663898","137","4.8",35.8,"111","88.3","99.7","91.2","86.7","454","149","419","55",40.1,"15",10.9,7.8
"McGuire, Reese","624512","137","2.8",32.1,"107.3","84","95.8","89","80.8","408","124","381","37",27,"4",2.9,1.9
"Trevino, Jose","624431","136","9.6",30.9,"106.8","85.8","97","90.4","82.7","425","138","378","43",31.6,"4",2.9,2.4
"O'Hoppe, Logan","681351","135","19.6",31.9,"110.4","90.5","100.8","95.3","88.1","428","184","394","63",46.7,"21",15.6,10.6
"Peguero, Liover","678894","134","4.1",27.6,"110.2","89.3","100.2","91.8","87.7","416","140","395","53",39.6,"7",5.2,3.3
"Wallner, Matt","670242","133","21",32.3,"116.4","91.9","104.5","97.1","87.8","463","194","424","64",48.1,"25",18.8,9.8
"Cave, Jake","595909","132","15.3",29.5,"107","89.3","98.6","93","84.4","428","181","416","46",34.8,"10",7.6,4.9
"Pérez, Carlos","542208","132","16",33.3,"108","89.2","99.6","92.6","88.5","410","172","392","52",39.4,"7",5.3,3.7
"Maile, Luke","571912","131","14.7",37.4,"106","87.7","98.5","92.9","82.3","424","170","404","44",33.6,"14",10.7,7
"Gonzalez, Oscar","660757","128","6.4",31.3,"113","88.5","100.6","92.4","86.2","424","148","385","52",40.6,"10",7.8,5.6
"Sosa, Lenyn","672820","128","14.1",30.5,"107.5","89.4","98.8","93.6","86.1","404","168","389","49",38.3,"10",7.8,5.8
"Slater, Austin","596103","127","7.5",34.6,"109.6","91.1","101.9","96","86.9","442","156","405","59",46.5,"15",11.8,7.2
"Carpenter, Matt","572761","126","24.4",35.7,"107.6","87","97.5","92.1","78.1","424","204","376","39",31,"14",11.1,5.9
"Delay, Jason","641511","126","12.3",34.1,"105.4","83.8","95.2","89.9","78.7","394","146","391","29",23,"4",3.2,2.1
"Freeman, Tyler","671289","126","6.2",38.9,"108.4","85.8","99","94.5","80","415","139","391","48",38.1,"4",3.2,2.4
"Rendon, Anthony","543685","125","16.2",34.4,"106.6","90.1","98.7","91.7","89.3","401","173","382","52",41.6,"6",4.8,3.3
"Peraza, Oswald","672724","123","9.8",27.6,"110.6","87.2","98.6","90.2","86.6","443","132","423","35",28.5,"5",4.1,2.6
"Calhoun, Kole","594777","122","19.9",33.6,"106","86.6","97.9","90.6","83","433","177","401","43",35.2,"8",6.6,4.6
"Alu, Jake","666906","120","5.1",35.8,"105.7","88.6","97.5","91.3","86.9","419","135","418","40",33.3,"3",2.5,1.7
"Triolo, Jared","669707","119","10.6",39.5,"108.1","86.6","98","91.8","80.8","420","168","407","40",33.6,"7",5.9,3.3
"Miranda, Jose","669304","118","10.1",29.7,"111","87.9","98.2","90.3","87.7","399","133","374","44",37.3,"5",4.2,3.3
"Donaldson, Josh","518626","117","11.7",23.1,"112.3","92.1","102.4","99.9","85.6","472","166","417","60",51.3,"19",16.2,10.1
"Dickerson, Corey","572816","117","9.4",32.5,"109.6","88.1","97.4","90.8","85.7","432","160","412","32",27.4,"4",3.4,2.6
"Winker, Jesse","608385","116","13.6",33.6,"107.1","86.8","97.5","91.9","84.1","416","163","416","37",31.9,"5",4.3,2.5
"Mejía, Francisco","642336","115","18.9",33,"107.5","87.5","97","92.1","84.3","395","178","377","37",32.2,"5",4.3,3.1
"Calhoun, Willie","641432","115","11.9",35.7,"109.5","90.7","99.9","93","90.4","404","168","380","49",42.6,"4",3.5,2.7
"Larnach, Trevor","663616","113","17.5",41.6,"112","90.1","101.9","96.4","80.4","442","210","414","56",49.6,"15",13.3,7.1
"Rojas, Johan","679032","113","7.3",28.3,"107","86.6","97.8","88.5","88.3","392","130","376","32",28.3,"1",0.9,0.6
"Velázquez, Nelson","676369","112","14.4",31.3,"111.4","91","102.4","96.1","84.4","441","194","409","55",49.1,"24",21.4,13.4
"Tapia, Raimel","606132","110","1.6",31.8,"109.9","85.4","98.1","91.2","81.9","425","122","398","38",34.5,"7",6.4,4.1
"Zavala, Seby","664874","109","14.9",34.9,"109.8","87.5","97.7","92.6","80.6","435","170","380","40",36.7,"6",5.5,3.1
"Stewart, DJ","621466","106","16.5",34,"108.8","89.9","100.8","95.5","87.7","435","172","397","47",44.3,"13",12.3,7
"Narváez, Omar","553882","105","21",44.8,"105.1","86","96.6","89.2","82.1","399","202","374","31",29.5,"8",7.6,5.5
"Mastrobuoni, Miles","670156","104","13.7",31.7,"105.4","87.5","98.1","93.7","83.3","411","150","411","36",34.6,"2",1.9,1.3
"Nola, Austin","543592","103","15",24.3,"106.1","85.8","95.9","89","85.6","440","142","440","26",25.2,"1",1,0.6
"Urías, Luis","649966","103","14.7",23.3,"105.9","84.9","96.1","90.5","81.4","404","146","399","31",30.1,"6",5.8,3.4
"Murphy, Tom","608596","103","13.7",40.8,"111.4","89.5","101.4","94.8","84.2","423","181","410","46",44.7,"15",14.6,9.4
"Pollock, AJ","572041","103","13",24.3,"108.1","89.4","99.3","93.7","87.2","410","151","390","43",41.7,"7",6.8,4.9
"Story, Trevor","596115","103","15.5",41.7,"110.4","88.5","99.8","94.5","83.5","413","174","398","41",39.8,"10",9.7,6
"Remillard, Zach","621545","103","11.9",22.3,"102.3","85.7","94.8","87.9","85.7","418","116","418","21",20.4,"1",1,0.6
"Valdez, Enmanuel","665839","102","10.2",35.3,"107.1","87.5","97.8","92.7","82.2","427","159","390","34",33.7,"11",10.8,7.4
"Wallach, Chad","595453","102","16.7",35.3,"108.1","87.7","97.9","91.5","84.1","441","176","415","33",33,"11",10.8,6.4
"Odor, Rougned","596059","101","19.9",38.6,"108.1","90.1","99.3","92.8","89.2","389","181","376","38",37.6,"7",6.9,4.5
"Winn, Masyn","691026","101","12.8",26.7,"103.9","86","97.5","91","84.5","393","145","372","37",36.6,"2",2,1.5
"Schoop, Jonathan","570731","101","11.2",32.7,"111.3","89.4","100.7","93.2","88.9","380","152",,"39",38.6,"4",4,2.6
"Adams, Riley","656180","100","18.1",42,"110.8","89.9","101.2","91.4","90.3","413","179","387","41",41,"5",5,3.2
"Clemens, Kody","665019","99","15.2",29.3,"108.9","90.4","99.1","93.2","87.7","401","167","377","40",40.4,"6",6.1,4.1
"Perkins, Blake","663368","99","14.8",31.3,"109.3","85.8","96.1","90.3","83.8","423","158","396","29",29.3,"5",5.1,3
"Gallagher, Cam","595956","98","17.3",24.5,"108.8","82.5","94.1","87.1","79.8","377","138",,"20",20.4,"2",2,1.3
"Cruz, Nelson","443558","98","10.2",33.7,"112.5","92.4","103","96.3","90.2","442","169","411","47",48,"9",9.2,5.9
"Kelly, Carson","608348","97","15.6",27.8,"107.3","86.8","97.5","91.6","82.5","417","161","407","32",33,"2",2.1,1.3
"Wynns, Austin","642851","95","14.4",26.3,"105.2","86.7","95.9","90.1","85.1","416","145","369","26",27.4,"2",2.1,1.4
"Blanco, Dairon","680118","93","9.1",26.9,"108.5","86.7","99","92.7","81.5","423","141","397","30",32.3,"6",6.5,4.3
"Amaya, Miguel","665804","93","18.6",33.3,"109.7","87","98.6","90.6","83.3","415","178","394","31",33.3,"9",9.7,5.8
"Robles, Victor","645302","93","9.9",25.8,"106.2","86.7","98.8","91.8","83.1","415","133",,"28",30.1,"2",2.2,1.6
"Batten, Matthew","676946","91","15",28.6,"103.9","85","95","88.9","83.9","377","151","377","23",25.3,"1",1.1,0.7
"Toglia, Michael","669911","91","16.7",31.9,"113.1","90.2","101.1","92.4","87.7","418","182","382","40",44,"5",5.5,3.3
"Barrero, Jose","676480","90","17.2",31.1,"108.7","87.5","98.8","90.1","84.8","455","156","438","32",35.6,"3",3.3,2
"McKinney, Billy","641856","90","12.2",43.3,"109.7","89.1","99.6","93.1","84.9","432","182","406","37",41.1,"11",12.2,7.5
"Schanuel, Nolan","694384","90","6.5",40,"103.5","85.4","94.4","90.2","81.7","389","145","389","23",25.6,"2",2.2,1.5
"Smith, Kevin","675656","89","13.6",30.3,"109.3","88","99.2","94","82.3","433","164","400","32",36,"8",9,5.5
"Marte, Noelvi","682622","89","1.9",27,"115.6","91.3","102.6","94.5","89.9","398","134","382","41",46.1,"7",7.9,5.7
"Moore, Dylan","664238","89","21.4",40.4,"109","89","100.4","96.4","76.7","429","205","381","40",44.9,"15",16.9,9.1
"Butler, Lawrence","671732","89","16.2",24.7,"111","88.3","100.1","93","85.4","437","163","422","33",37.1,"8",9,6.2
"Meadows, Parker","678009","89","18.3",36,"108.5","89.3","99.2","91.2","89.3","394","181","383","31",34.8,"8",9,5.5
